X,Y,OBJECTID,ROAD,ROAD_NAME,COMMON_USAGE_NAME,START_SLK,END_SLK,CWY,START_TRUE_DIST,END_TRUE_DIST,NETWORK_TYPE,XSP,RA_NO,RA_NAME,LG_NO,LG_NAME,REST_AREA_TYPE,STAY_24_HOUR,REST_AREA_NAME,OWNERSHIP,INFORMATION_BOARD,SCENIC_LOOKOUT,COMMEMORATION_WAY,SURFACE,SURFACE_TYPE,SURFACE_AREA,CONSTRUCTED_SHELTER,NATURAL_SHADE,LIGHTING_PRESENT,NUMBER_OF_BINS,NUMBER_OF_TOILETS,ACCESSIBLE_TOILETS,EFFLUENT_DUMP_SITE,NUMBER_OF_TABLES,ACCESSIBLE_TABLES,ROUTE_NE_ID
113.958369967,-25.348726864,126235,H007,North West Coastal Hwy,North West Coastal Hwy,415.22,415.22,Single,413.48,413.48,State Road,Left,14,Mid West-Gascoyne,803,Carnarvon,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,1955,No,No,,2,0,No,No,0,No,247803
125.074302446,-32.321106517,126236,H003,Eyre Hwy,Eyre Hwy,331.91,331.91,Single,331.67,331.67,State Road,Right,05,Goldfields - Esperance,603,Dundas,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,Yes,Yes,,6,0,No,No,2,No,247631
117.91321425,-32.368612468,126237,H052,Brookton Hwy,Corrigin Kondinin Rd,208.68,208.68,Single,206.34,206.34,State Road,Right,08,Wheatbelt,404,Corrigin,Heavy Vehicle Rest Area,Yes,,Main Roads,No,No,,Surfaced,Asphalt Intersection Mix,,No,Yes,,2,0,No,No,0,No,247583
113.958107579,-22.768076245,126238,H048,Minilya Exmouth Rd,Minilya Exmouth Rd,117.47,117.47,Single,117.47,117.47,State Road,Right,14,Mid West-Gascoyne,806,Exmouth,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,640,No,No,,2,0,No,No,0,No,247789
121.491850377,-31.271722348,126239,H010,Coolgardie Esperance Hwy,Coolgardie Esperance Hwy,48.36,48.36,Single,48.36,48.36,State Road,Left,05,Goldfields - Esperance,602,Coolgardie,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,2,0,No,No,0,No,247618
116.092656571,-21.6425515449999,126240,M050,Pannawonica,Pannawonica Rd,18.13,18.13,Single,18.13,18.13,State Road,Left,11,Pilbara,811,Ashburton,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,1,0,No,No,0,No,247811
117.875926548,-32.333950128,126241,H052,Brookton Hwy,Kunjin St,202.94,202.94,Single,200.66,200.66,State Road,Left,08,Wheatbelt,404,Corrigin,Heavy Vehicle Rest Area,No,,Other,No,No,,Surfaced,Asphalt Open Graded,,No,No,Powered Site,0,0,No,No,0,No,247583
114.394630961,-22.751677049,126242,M007,Burkett,Burkett Rd,34.18,34.18,Single,34.18,34.18,State Road,Left,14,Mid West-Gascoyne,806,Exmouth,Minor Rest Area,No,,Main Roads,No,No,,Surfaced,Two Coat Seal,1400,No,No,,2,0,No,No,0,No,247587
115.703688662,-30.98287357,126243,H004,Brand Hwy,Brand Hwy,76.49,76.49,Single,73.78,73.78,State Road,Left,14,Mid West-Gascoyne,504,Dandaragan,Minor Rest Area,No,Regans Ford,Main Roads,No,No,,Unsurfaced,,950,No,Yes,,9,1,Yes,Yes,10,Yes,247578
119.332258041,-31.231521298,126244,H005,Great Eastern Hwy,Orion St,366.69,366.69,Single,366.65,366.65,State Road,Right,05,Goldfields - Esperance,611,Yilgarn,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,1,0,No,No,0,No,247651
118.109314033,-31.8846148879999,126245,M041,York Merredin,Bruce Rock Quairading Rd,140.43,140.43,Single,140.79,140.79,State Road,Left,08,Wheatbelt,403,Bruce Rock,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,600,No,No,,1,0,No,No,0,No,247884
119.935298449,-22.260320823,126246,M030,Marble Bar,Marble Bar Rd,137.59,137.59,Single,140.33,140.33,State Road,Right,11,Pilbara,812,East Pilbara,Heavy Vehicle Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,1,0,No,No,0,No,247781
116.318701696,-34.533938669,126247,H009,South Western Hwy,South Western Hwy,320.52,320.52,Single,320.08,320.08,State Road,Left,02,South West,213,Manjimup,Minor Rest Area,No,,Main Roads,No,No,,,,,No,Yes,,0,0,No,No,1,No,247846
115.706440416,-33.375726099,126248,H058,Bunbury Outer Ring Rd,Bunbury Outer Ring Rd,1.91,1.91,Right,1.91,1.91,State Road,Right,02,South West,208,Dardanup,Heavy Vehicle Rest Area,No,,Main Roads,No,No,,Surfaced,Single Seal,,No,No,,0,0,No,No,0,No,457438976
115.888919945,-31.367935399,126249,H004,Brand Hwy,Brand Hwy,27.03,27.03,Single,25.39,25.39,State Road,Left,14,Mid West-Gascoyne,507,Gingin,Minor Rest Area,No,,Main Roads,Yes,No,,Surfaced,Single Seal,440,Yes,Yes,,2,0,No,No,0,No,247578
119.259341939,-32.53387444,126250,H052,Brookton Hwy,Brookton Hwy,354.51,354.51,Single,351.1,351.1,State Road,Right,08,Wheatbelt,410,Kondinin,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,Yes,,1,0,No,No,0,No,247583
117.741619056,-33.314636041,126251,M037,Collie Lake King,Absolon St,195.65,195.65,Single,160.7,160.7,State Road,Right,08,Wheatbelt,306,Dumbleyung,Heavy Vehicle Rest Area,No,,Other,No,No,,Surfaced,Single Seal,,No,No,,1,0,No,No,1,No,247616
115.592473378,-28.519215324,126252,H050,Geraldton Mt Magnet Rd,Geraldton Mt Magnet Rd,103.99,103.99,Single,104.84,104.84,State Road,Right,14,Mid West-Gascoyne,505,Greater Geraldton (C),Heavy Vehicle Rest Area,No,,Main Roads,No,No,,Unsurfaced,,3000,No,Yes,,2,0,No,No,0,No,247642
118.361712642,-31.459568707,126253,H005,Great Eastern Hwy,Great Eastern Hwy,266.4,266.4,Single,266.97,266.97,State Road,Left,08,Wheatbelt,414,Merredin,Minor Rest Area,No,,Main Roads,No,No,,Surfaced,Two Coat Seal,450,No,No,,2,0,No,No,0,No,247651
114.612246466,-27.3283239519999,126254,H007,North West Coastal Hwy,North West Coastal Hwy,173.45,173.45,Single,173.42,173.42,State Road,Right,14,Mid West-Gascoyne,513,Northampton,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,1406,No,No,,2,0,No,No,0,No,247803
115.648488493,-28.640170408,126255,M039,Wubin Mullewa,Mullewa Wubin Rd,203.65,203.65,Single,203.68,203.68,State Road,Right,14,Mid West-Gascoyne,505,Greater Geraldton (C),Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,1300,No,Yes,,2,0,No,No,2,No,247883
121.276297318,-28.783920285,126256,H049,Goldfields Hwy,Goldfields Hwy,322.33,322.33,Single,322.06,322.06,State Road,Left,05,Goldfields - Esperance,608,Leonora,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,1,0,No,No,0,No,247645
121.520603703,-31.3511596979999,126257,H010,Coolgardie Esperance Hwy,Coolgardie Esperance Hwy,57.82,57.82,Single,57.78,57.78,State Road,Right,05,Goldfields - Esperance,602,Coolgardie,Heavy Vehicle Rest Area,No,,Main Roads,No,No,,Surfaced,Two Coat Seal,2400,Yes,No,,3,0,No,No,0,No,247618
125.971119641,-32.034707606,126258,H003,Eyre Hwy,Eyre Hwy,424.62,424.62,Single,424.38,424.38,State Road,Left,05,Goldfields - Esperance,603,Dundas,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,1,0,No,No,0,No,247631
118.189490941,-34.3203419019999,126259,M001,Albany Lake Grace,Chester Pass Rd,76.28,76.28,Single,76.12,76.12,State Road,Right,01,Great Southern,307,Gnowangerup,Minor Rest Area,No,Bluff KNll Rest Area,Main Roads,No,No,,Unsurfaced,,,No,Yes,,1,0,No,No,0,No,247560
114.058275108,-25.4596300389999,126260,H007,North West Coastal Hwy,North West Coastal Hwy,399.26,399.26,Single,397.52,397.52,State Road,Right,14,Mid West-Gascoyne,803,Carnarvon,Minor Rest Area,No,Edagee,Main Roads,No,No,,Surfaced,Single Seal,18462,Yes,No,,12,3,Yes,Yes,10,Yes,247803
116.253659395,-21.065344733,126261,H007,North West Coastal Hwy,North West Coastal Hwy,1032.43,1032.43,Single,1028.13,1028.13,State Road,Left,11,Pilbara,814,Karratha (C),Minor Rest Area,No,,Main Roads,No,No,,Surfaced,Single Seal,,No,No,,2,0,No,No,0,No,247803
116.009005895,-34.531186636,126262,M036,Pemberton Northcliffe,Pemberton Northcliffe Rd,10,10,Single,10,10,State Road,Right,02,South West,213,Manjimup,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,Yes,,0,0,No,No,0,No,247813
118.063829386,-33.176863404,126263,M037,Collie Lake King,Dumbleyung Lake Grace Rd,233.68,233.68,Single,198.73,198.73,State Road,Right,08,Wheatbelt,306,Dumbleyung,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,Yes,,1,0,No,No,0,No,247616
117.123049044,-32.664104854,126264,M031,Northam Cranbrook,Great Southern Hwy,135.17,135.17,Single,136.5,136.5,State Road,Left,08,Wheatbelt,405,Cuballing,Minor Rest Area,No,,Other,No,No,,Unsurfaced,,,No,Yes,,1,0,No,No,1,No,247804
114.614463762,-26.8158499469999,126265,H007,North West Coastal Hwy,North West Coastal Hwy,233.84,233.84,Single,232.1,232.1,State Road,Left,14,Mid West-Gascoyne,804,Shark Bay,Roadhouse,No,Billabong,Other,No,No,,,,,Yes,Yes,Powered Site,0,1,Yes,No,1,Yes,247803
114.463087486,-26.410186407,126266,H007,North West Coastal Hwy,North West Coastal Hwy,281.27,281.27,Single,279.53,279.53,State Road,Left,14,Mid West-Gascoyne,804,Shark Bay,Minor Rest Area,No,,Main Roads,Yes,No,,Unsurfaced,,1000,No,No,,6,0,No,No,0,No,247803
115.405073442,-28.604536804,126267,H050,Geraldton Mt Magnet Rd,Geraldton Mt Magnet Rd,82.37,82.37,Single,83.22,83.22,State Road,Left,14,Mid West-Gascoyne,505,Greater Geraldton (C),Heavy Vehicle Rest Area,No,,Main Roads,No,No,,Unsurfaced,,325,No,No,,0,0,No,No,0,No,247642
114.678510362,-27.686623379,126268,H007,North West Coastal Hwy,North West Coastal Hwy,130.19,130.19,Single,130.16,130.16,State Road,Right,14,Mid West-Gascoyne,513,Northampton,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,945,No,No,,1,0,No,No,0,No,247803
119.779656509,-23.3712306749999,126269,M030,Marble Bar,Marble Bar Rd,0.27,0.27,Single,0.27,0.27,State Road,Left,11,Pilbara,812,East Pilbara,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,Yes,,2,0,No,No,1,Yes,247781
115.694564829,-21.848537961,126270,H007,North West Coastal Hwy,North West Coastal Hwy,923.14,923.14,Single,918.94,918.94,State Road,Left,11,Pilbara,811,Ashburton,Minor Rest Area,No,,Main Roads,No,No,,Surfaced,Single Seal,,No,No,,2,0,No,No,0,No,247803
115.897225155,-22.432794884,126271,M029,Nanutarra Munjina,Nanutarra Munjina Rd,43.16,43.16,Single,43.16,43.16,State Road,Left,11,Pilbara,811,Ashburton,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,1,0,No,No,0,No,247800
115.695974367,-21.8463171999999,126272,H007,North West Coastal Hwy,North West Coastal Hwy,923.42,923.42,Single,919.22,919.22,State Road,Right,11,Pilbara,811,Ashburton,Minor Rest Area,No,,Main Roads,No,No,,Surfaced,Single Seal,,No,No,,1,0,No,No,0,No,247803
114.920669882,-29.195409314,126273,H004,Brand Hwy,Brand Hwy,311.03,311.03,Single,308.88,308.88,State Road,Right,14,Mid West-Gascoyne,508,Irwin,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,550,No,Yes,,1,0,No,No,0,No,247578
119.297156168,-27.9917226059999,126274,M069,Mt Magnet Leinster Rd,Mt Magnet Sandstone Rd,153.4,153.4,Single,153.4,153.4,State Road,Left,14,Mid West-Gascoyne,701,Sandstone,Heavy Vehicle Rest Area,No,,Main Roads,No,No,,Surfaced,Single Seal,2640,No,No,,2,0,No,No,0,No,279527004
116.457282614,-31.749211099,126275,H005,Great Eastern Hwy,Great Eastern Hwy,69.67,69.67,Single,69.47,69.47,State Road,Left,08,Wheatbelt,421,Northam,Minor Rest Area,No,,Main Roads,Yes,No,,Surfaced,Asphalt Intersection Mix,2000,Yes,Yes,Powered Site,3,2,Yes,No,3,No,247651
113.723833709,-24.91953317,126276,H007,North West Coastal Hwy,North West Coastal Hwy,468.7,468.7,Single,466.96,466.96,State Road,Right,14,Mid West-Gascoyne,803,Carnarvon,Minor Rest Area,No,,Main Roads,Yes,No,,Surfaced,Asphalt Dense Graded,510,No,No,,0,0,No,No,0,No,247803
119.127212828,-31.312162757,126277,H005,Great Eastern Hwy,Great Eastern Hwy,344.68,344.68,Single,344.94,344.94,State Road,Right,08,Wheatbelt,611,Yilgarn,Minor Rest Area,No,,Main Roads,No,No,,Surfaced,Two Coat Seal,450,No,Yes,,2,0,No,No,0,No,247651
117.239974801,-31.651390196,126278,H005,Great Eastern Hwy,Great Eastern Hwy,153.13,153.13,Single,154.08,154.08,State Road,Left,08,Wheatbelt,406,Cunderdin,Minor Rest Area,No,,Main Roads,No,No,,Surfaced,Two Coat Seal,400,No,No,,1,0,No,No,0,No,247651
116.34708696,-33.843581773,126279,M006,Bridgetown Boyup Brook,Bridgetown Boyup Brook Rd,25.89,25.89,Single,25.89,25.89,State Road,Left,02,South West,218,Boyup Brook,Major Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,Yes,,0,0,No,No,1,No,247581
120.841863744,-33.6951937709999,126280,H008,South Coast Hwy,South Coast Hwy,368.56,368.56,Single,369.19,369.19,State Road,Left,01,Great Southern,610,Ravensthorpe,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,Yes,,1,0,No,No,0,No,247842
116.081732947,-31.8341659,126281,H033,Toodyay Rd,Toodyay Rd,7.16,7.16,Single,7.16,7.16,State Road,Left,07,Metropolitan,109,Swan (C),Minor Rest Area,No,,Main Roads,No,No,,,,,No,No,,0,0,No,No,0,No,247859
116.044833358,-31.040494849,126282,M002,Bindoon Moora,Bindoon Moora Rd,40.1,40.1,Single,40.1,40.1,State Road,Left,08,Wheatbelt,517,Victoria Plains,Minor Rest Area,No,,Main Roads,No,No,,Surfaced,Two Coat Seal,600,Yes,Yes,Powered Site,1,0,No,No,1,No,247575
122.381464711,-28.5855053509999,126283,M022,Leonora Laverton,Leonora Laverton Rd,118.2,118.2,Single,118.2,118.2,State Road,Left,05,Goldfields - Esperance,607,Laverton,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,2,0,No,No,0,No,247775
114.075028135,-26.4810649799999,126284,M011,Shark Bay,Shark Bay Rd,40.9,40.9,Single,40.9,40.9,State Road,Right,14,Mid West-Gascoyne,804,Shark Bay,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,2625,No,No,,2,0,No,No,0,No,247841
121.618198518,-31.109929253,126285,H049,Goldfields Hwy,Goldfields Hwy,30.67,30.67,Single,30.63,30.63,State Road,Left,05,Goldfields - Esperance,605,Kalgoorlie - Boulder (C),Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,Yes,,2,0,No,No,0,No,247645
115.701242458,-30.978928176,126286,H004,Brand Hwy,Brand Hwy,76.99,76.99,Single,74.28,74.28,State Road,Right,14,Mid West-Gascoyne,504,Dandaragan,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,480,No,No,,3,0,No,No,1,No,247578
116.873577464,-33.0177777649999,126287,H001,Albany Hwy,Albany Hwy,156.98,156.98,Single,157.03,157.03,State Road,Right,08,Wheatbelt,430,Williams,Minor Rest Area,No,,Main Roads,No,No,,,,,No,No,,1,0,No,No,0,No,247561
115.101890224,-34.034079789,126288,H043,Bussell Hwy,Bussell Hwy,107.26,107.26,Single,108.59,108.59,State Road,Right,02,South West,201,Augusta - Margaret River,Major Rest Area,No,,Main Roads,No,No,,Surfaced,Single Seal,,No,Yes,,0,0,No,No,0,No,247595
116.338214557,-32.2177884179999,126289,H052,Brookton Hwy,Brookton Hwy,37.77,37.77,Single,37.9,37.9,State Road,Right,08,Wheatbelt,401,Beverley,Heavy Vehicle Rest Area,Yes,,Main Roads,No,No,,Unsurfaced,,,No,Yes,,1,0,No,No,0,No,247583
116.141892552,-28.421849267,126290,H050,Geraldton Mt Magnet Rd,Geraldton Mt Magnet Rd,160.05,160.05,Single,160.39,160.39,State Road,Left,14,Mid West-Gascoyne,505,Greater Geraldton (C),Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,855,No,Yes,,1,0,No,No,0,No,247642
121.386720924,-33.714647363,126291,H008,South Coast Hwy,South Coast Hwy,422.35,422.35,Single,422.98,422.98,State Road,Left,05,Goldfields - Esperance,604,Esperance,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,2,0,No,No,0,No,247842
121.605168042,-32.896578446,126292,H010,Coolgardie Esperance Hwy,Coolgardie Esperance Hwy,252.33,252.33,Single,252.29,252.29,State Road,Right,05,Goldfields - Esperance,604,Esperance,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,1,0,No,No,0,No,247618
117.219736652,-33.984290737,126293,H001,Albany Hwy,Albany Hwy,271.96,271.96,Single,271.55,271.55,State Road,Left,01,Great Southern,310,Kojonup,Minor Rest Area,No,Yarranup road rest Area,Main Roads,No,No,,Unsurfaced,,,No,Yes,,1,0,No,No,1,No,247561
121.042457485,-19.786862121,126294,H006,Great Northern Hwy,Great Northern Hwy,1869.39,1869.39,Single,1877.92,1877.92,State Road,Right,11,Pilbara,001,Broome,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,1,0,No,No,0,No,247653
120.42956725,-31.1890691159999,126295,H005,Great Eastern Hwy,Great Eastern Hwy,474.71,474.71,Single,474.65,474.65,State Road,Left,05,Goldfields - Esperance,602,Coolgardie,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,Yes,,1,0,No,No,2,No,247651
120.308499127,-31.2071798119999,126296,H005,Great Eastern Hwy,Great Eastern Hwy,462.85,462.85,Single,462.79,462.79,State Road,Right,05,Goldfields - Esperance,602,Coolgardie,Heavy Vehicle Rest Area,No,Boorabin Memorial,Main Roads,No,No,,Surfaced,Two Coat Seal,2200,Yes,No,,5,1,Yes,No,1,Yes,247651
116.825812312,-31.299089034,126297,M060,Goomalling Toodyay,Railway Tce,0.52,0.52,Single,0.52,0.52,State Road,Right,08,Wheatbelt,408,Goomalling,Minor Rest Area,No,,Main Roads,Yes,No,,Surfaced,Two Coat Seal,500,No,Yes,Powered Site,1,0,No,No,0,No,247648
118.222254602,-34.1816923109999,126298,M001,Albany Lake Grace,Chester Pass Rd,93.28,93.28,Single,92.81,92.81,State Road,Right,01,Great Southern,307,Gnowangerup,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,1,0,No,No,0,No,247560
119.239380023,-25.5789598709999,126299,H006,Great Northern Hwy,Great Northern Hwy,894.4,894.4,Single,888.21,888.21,State Road,Left,14,Mid West-Gascoyne,703,Meekatharra,Major Rest Area,Yes,Gascoyne River Sth Branch,Main Roads,No,No,,Surfaced,Single Seal,4200,Yes,Yes,,6,3,Yes,Yes,5,Yes,247653
116.066355651,-30.662328621,126300,M028,Midlands,Midlands Rd,15.03,15.03,Single,14.94,14.94,State Road,Right,08,Wheatbelt,510,Moora,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,400,No,Yes,,1,0,No,No,0,No,247785
117.159284518,-33.8249043229999,126301,H001,Albany Hwy,Albany Hwy,252.87,252.87,Single,252.46,252.46,State Road,Left,01,Great Southern,310,Kojonup,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,Yes,,2,0,No,No,0,No,247561
121.180477051,-30.9569500119999,126302,H010,Coolgardie Esperance Hwy,Coolgardie Esperance Hwy,0.55,0.55,Single,0.55,0.55,State Road,Right,05,Goldfields - Esperance,602,Coolgardie,Minor Rest Area,No,,Main Roads,No,No,,Surfaced,Two Coat Seal,2600,No,No,,1,0,No,No,0,No,247618
115.524469111,-22.392842435,126303,H007,North West Coastal Hwy,North West Coastal Hwy,856.98,856.98,Single,852.78,852.78,State Road,Right,11,Pilbara,811,Ashburton,Minor Rest Area,No,,Main Roads,No,No,,Surfaced,Single Seal,,No,No,,2,0,No,No,0,No,247803
115.936691543,-21.59252063,126304,H007,North West Coastal Hwy,North West Coastal Hwy,961.66,961.66,Single,957.46,957.46,State Road,Left,11,Pilbara,811,Ashburton,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,Yes,No,,2,0,No,No,0,No,247803
118.733746994,-31.381751919,126305,H005,Great Eastern Hwy,Great Eastern Hwy,305.3,305.3,Single,305.72,305.72,State Road,Left,08,Wheatbelt,428,Westonia,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,375,No,No,,1,0,No,No,0,No,247651
117.014639173,-33.273054542,126306,H001,Albany Hwy,Albany Hwy,188.73,188.73,Single,188.78,188.78,State Road,Left,08,Wheatbelt,316,West Arthur,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,Yes,,1,0,No,No,0,No,247561
127.954336622,-31.8630720739999,126307,H003,Eyre Hwy,Eyre Hwy,617.08,617.08,Single,616.61,616.61,State Road,Left,05,Goldfields - Esperance,603,Dundas,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,Yes,,4,0,No,No,0,No,247631
118.170204949,-33.1197624019999,126308,M037,Collie Lake King,Dumbleyung Lake Grace Rd,246.33,246.33,Single,211.38,211.38,State Road,Right,08,Wheatbelt,306,Dumbleyung,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,1,0,No,No,0,No,247616
128.690191091,-31.7279170909999,126309,H003,Eyre Hwy,Eyre Hwy,689.24,689.24,Single,688.77,688.77,State Road,Right,05,Goldfields - Esperance,603,Dundas,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,2,0,No,No,0,No,247631
117.182356058,-32.82419092,126310,M031,Northam Cranbrook,Great Southern Hwy,154.77,154.77,Single,156.1,156.1,State Road,Right,08,Wheatbelt,405,Cuballing,Heavy Vehicle Rest Area,No,,Other,No,No,,Unsurfaced,,,No,Yes,,1,0,No,No,0,No,247804
113.888160756,-25.2179257359999,126311,H007,North West Coastal Hwy,North West Coastal Hwy,431.34,431.34,Single,429.6,429.6,State Road,Left,14,Mid West-Gascoyne,803,Carnarvon,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,1190,Yes,No,,2,0,No,No,1,No,247803
118.46203106,-33.1007771399999,126312,M037,Collie Lake King,Stubbs St,274.5,274.5,Single,239.55,239.55,State Road,Left,08,Wheatbelt,311,Lake Grace,Minor Rest Area,No,,Other,No,No,,Surfaced,Asphalt Dense Graded,,No,Yes,Powered Site,2,1,Yes,No,0,No,247616
115.775363135,-32.6875358579999,126313,H057,Forrest Hwy,Forrest Hwy,13.9,13.9,Right,13.9,13.9,State Road,Right,02,South West,215,Murray,Roadhouse,No,Forrest Hwy Service Centre Northbound,Other,No,No,,,,,No,Yes,,,,No,No,,No,204963193
115.456273774,-33.635361035,126314,H043,Bussell Hwy,Bussell Hwy,39.14,39.14,Single,39.07,39.07,State Road,Left,02,South West,205,Busselton (C),Major Rest Area,No,,Main Roads,No,No,,Surfaced,Single Seal,,Yes,Yes,,0,0,No,No,1,Yes,247595
116.955334946,-33.0079872709999,126315,H053,Williams Narrogin Hwy,Williams Kondinin Rd,8.2,8.2,Single,8.2,8.2,State Road,Left,08,Wheatbelt,418,Narrogin,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,Yes,,1,0,No,No,0,No,247880
123.969080716,-17.3913690489999,126316,M012,Gibb River,Derby Gibb River Rd,32.88,32.88,Single,32.88,32.88,State Road,Right,06,Kimberley,003,Derby - West Kimberley,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,,,No,No,,No,247644
114.391660486,-22.748102877,126317,M007,Burkett,Burkett Rd,34.68,34.68,Single,34.68,34.68,State Road,Right,14,Mid West-Gascoyne,806,Exmouth,Minor Rest Area,No,,Main Roads,No,No,,Surfaced,Two Coat Seal,1400,No,No,,2,0,No,No,0,No,247587
116.189373482,-29.3763729349999,126318,M039,Wubin Mullewa,Mullewa Wubin Rd,96.87,96.87,Single,96.85,96.85,State Road,Right,14,Mid West-Gascoyne,514,Perenjori,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,642,No,No,,1,0,No,No,0,No,247883
121.471650803,-30.7133644969999,126319,H049,Goldfields Hwy,Goldfields Hwy,79.5,79.5,Single,79.23,79.23,State Road,Left,05,Goldfields - Esperance,605,Kalgoorlie - Boulder (C),Minor Rest Area,No,,Main Roads,No,No,,Surfaced,Two Coat Seal,4000,Yes,No,,2,0,No,No,1,No,247645
116.495327817,-34.653198308,126320,H009,South Western Hwy,South Western Hwy,343.08,343.08,Single,342.53,342.53,State Road,Left,02,South West,213,Manjimup,Minor Rest Area,No,,Main Roads,No,No,,,,,No,Yes,,0,0,No,No,1,No,247846
117.834021835,-31.6214580559999,126321,H005,Great Eastern Hwy,Great Eastern Hwy,210.92,210.92,Single,211.58,211.58,State Road,Left,08,Wheatbelt,409,Kellerberrin,Minor Rest Area,No,,Main Roads,No,No,,Surfaced,Two Coat Seal,1200,No,Yes,,2,0,No,No,0,No,247651
117.690132487,-32.782751214,126322,M038,Narrogin Kondinin,Williams Kondinin Rd,86.96,86.96,Single,55.24,55.24,State Road,Left,08,Wheatbelt,429,Wickepin,Major Rest Area,Yes,,Main Roads,No,No,,Surfaced,Single Seal,,No,No,,1,0,No,No,1,No,247801
127.949787372,-17.484310625,126323,H006,Great Northern Hwy,Great Northern Hwy,2919.22,2919.22,Single,2920.01,2920.01,State Road,Left,06,Kimberley,002,Halls Creek,Major Rest Area,Yes,Leychesters Rest,Main Roads,No,No,Savannah Way,Surfaced,Single Seal,9999,Yes,No,,1,3,Yes,Yes,3,No,247653
115.708577105,-33.374962731,126324,H058,Bunbury Outer Ring Rd,Bunbury Outer Ring Rd,1.7,1.7,Left,1.7,1.7,State Road,Left,02,South West,208,Dardanup,Heavy Vehicle Rest Area,No,,Main Roads,No,No,,Surfaced,Single Seal,,No,No,,0,0,No,No,0,No,457438976
120.693441017,-33.6741240219999,126325,H008,South Coast Hwy,South Coast Hwy,353.94,353.94,Single,354.57,354.57,State Road,Right,01,Great Southern,610,Ravensthorpe,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,1,0,No,No,0,No,247842
121.764247458,-32.155274285,126326,H010,Coolgardie Esperance Hwy,Coolgardie Esperance Hwy,160.51,160.51,Single,160.47,160.47,State Road,Right,05,Goldfields - Esperance,603,Dundas,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,Yes,,1,0,No,No,0,No,247618
126.095365255,-32.0366791449999,126327,H003,Eyre Hwy,Eyre Hwy,436.64,436.64,Single,436.17,436.17,State Road,Right,05,Goldfields - Esperance,603,Dundas,Roadhouse,No,Cocklebiddy,Other,No,No,,Surfaced,Two Coat Seal,1500,No,Yes,,0,0,No,No,0,No,247631
116.0383117,-21.418454684,126328,H007,North West Coastal Hwy,North West Coastal Hwy,984.31,984.31,Single,980.01,980.01,State Road,Right,11,Pilbara,814,Karratha (C),Minor Rest Area,No,,Main Roads,No,No,,Surfaced,Single Seal,,No,No,,2,0,No,No,0,No,247803
